#hotel#
1 am looking for a place to to stay that has cheap price range it should be in a type of hotel	okay do you have a specific area you want to stay in ?
5 4 people 5 nights on saturday if that s not available try a different one same price range	i am sorry i could not make that booking would you like to try another hotel ?
6 yes one that is in the same price range	autumn house is a cheap guest house in the east would you like me to book that for you ?
7 yes that sounds great please try to book it	that one was successful ! your reference number is rez4br01
8 thank you that s all i needed today	enjoy your stay in cambridge goodbye !

#restaurant#
1 i am looking for a restaurant in the centre that serves modern european food	there are 4 matching restaurants what price range would you like ?
2 i would like one in the expensive price range please	darry s cookhouse and wine shop would suit your interests it s at 40270 king street
3 do they have booking available for 7 people at 16:30 on tuesday ?	there does not appear to be availability at that time would you like me to try another restaurant ?
4 is there another restaurant in the area in that price range that is available at that time ?	ok i got you a table at the bedouin the table will be reserved for 15 minutes your reference number is: q7r6zvre can i help you with anything else ?
5 no thanks thank you and goodbye	okay you re welcome thank you for calling

#restaurant#
1 i am looking for a chinese place in the centre	i have 10 restaurants matching your request did you have a price range you would like ?
2 no it doesn t matter	would you like for it to have a certain number of stars ?
3 no just book at a chinese place in the centre i need a table for 4 at 15:00 on wednesday please	i have you at jinling noodle bar then reference is ocnh3cjj anything else you need ?
4 no that is it thank you	have a great day !

#restaurant#
1 hello i am looking for an expensive restaurant that serves cantonese food	sorry there are no expensive restaurants serving cantonese food would you like to look for something else ?
2 yes an expensive thai restaurant would be good	bangkok city serves thai food and is in the expensive price range
3 great can you please give me its address and phone number ?	bangkok city is at 24 green street city and phone number is 01223 354382
4 what is the postcode ?	the postcode is cb 1 7 d.y
5 thank you good bye	thank you have a great day and enjoy your food

#attraction#
1 hello i would like information on club salsa	it is a nightclub located on the centre where the entrance fee is 5 pounds
2 can you let me have their postcode ?	absolutely their postcode is cb12jb is there any other information i can provide you with ?
3 no that s all thank you	you are welcome enjoy your day

#train#
1 yes i m looking for a train please	of course where will you be departing from and arriving ? when would you like to leave ?
2 i need to leave from cambridge on sunday	there are 202 trains leaving cambridge on sunday do you have a destination or time ?
3 well i m thinking i need to leave sometime after 10:45 for norwich	there is a train leaving cambridge for norwich at 11:36 which arrives at 12:55 shall i book it for you ?
4 yes i d like one ticket please	your booking was successful the ticket fee is 14.08 pounds and is payable at the station your reference number is 23g7ruxl may i assist you with anything else today ?
5 thank you very much i am all set have a nice day	you too good bye

#restaurant#
1 i m looking for an expensive restaurant that serves italian food	there are 5 expensive restaurants that serves italian which area are you looking for ?
2 i don t care	caffe uno is located in the city centre
3 may i have the address and phone number please ?	caffe uno s telephone number is 01223 448620 and the address is 32 bridge street city centre
4 thank you goodbye	have a good evening

#restaurant#
1 i m looking for a thai restaurant on the west side	sala thong is a thai restaurant on the west side that is expensive do you want me to book it for you ?
2 yes please could you book it for 5 people on sunday ?	yes of course what time would you like me to make your reservation ?
3 i would like a table for 13:00	i was unable to book that would you like me to try a different time or different restaurant ?
4 yes please find me another restaurant in the same price range on the west side	how about cocum ? it s an expensive indian restaurant on the west side
5 ok that would be fine can you please send me the reference number ?	okay i was able to book your table your reference number is ws8r5j04 is there anything else i can help you with ?
6 no that is all thank you cheers	thank you let us know if you need any thing else bye

#restaurant#
1 i am looking for a restaurant that serves japanese food i don t care about the price range	there is not a restaurant serving japanese food would you like a different type food ?
2 is there anything in the area for chinese food ?	there is charlie chan in city centre
3 what is the address and phone number of charlie chan ?	the address is regent street city centre postcode c.b 2 1 d.b and the phone number is 01223 361763
4 thank you that is all the info that i needed good bye	thank you

#hotel#
1 i am looking for 0 star lodging with free parking included	we have two places would you like to stay in the north or the centre area ?
2 i m not picky about the area of town i stay but i would like it to be a guesthouse	okay there is one located in the north and one in the centre
3 can you please recommend one and book it for 5 nights ?	what dates are you interested in staying ?
4 starting from wednesday looking to stay for 5 nights is that available ?	booking was successful reference number is : pqwl74m2
5 that would be it thank you very much	thank you have a good day !

#hotel#
1 i m looking for the avalon	the avalon is a 4-star moderately priced guesthouse on the north side of town they offer free parking and free internet
2 great would you please see if you can book a party of 8 for 5 nights beginning thursday ?	booking was successful you re reference number is tllgqvmh
3 great thanks	is there anything else i can help you with ?
4 no that s it thank you for your help !	you are very welcome ! enjoy your stay ! goodbye !

#attraction#
1 can you tell me about the cambridge university botanic gardens	the botanic gardens is a lovely part of the university which is open to the public for a fee of 4 pounds

#restaurant#
1 i would like a moderately priced restaurant in the north part of town	golden wok is located in the north part of town and is the moderate price range their address is 191 histon road chesterton
2 is there anything else in the moderate price range on the north part of town ?	yes the nirala is indian restaurant in the moderate price range and in the north it is located at 7 milton road chesterton and its phone number is 01223 360966 is there anything else i can help you with ?
3 no thank you that s all i need	have a good day !

#hotel#
1 i want to book the el shaddai hotel	no problem just give me a date how many days and how many people to accommodate please !
2 i am looking to book it for 4 nights for 5 people starting tuesday	i have made that booking for you your reference number is e31yxtp1
3 that will be it thank you very much for your time	thank you have a good day

#hotel#
1 hello i am coming into town and would like help finding a play to stay	i can definitely help with that let me find out some more information so i can find you the perfect fit what area of town would you like to stay ?
2 i am looking for a guesthouse with free parking	we have 21 guesthouses with free parking do you need a certain area of town ?
3 no but i would like for it to be moderately priced could you recommend a place ?	there are quite a number of them if you d like a 4-star rated guesthouse at the south end of town i could recommend the aylesbray lodge guest house
4 that will work fine could you make a reservation for 3 ? i d like it for 5 nights starting saturday	sure your reference number is pfgjjsbo anything else ?
5 no that s all i need thank you !	thank you for calling us today goodbye

#restaurant#
1 i d like to find a restaurant that serves korean food	there is only one korean restaurant in town called little seoul
2 what is the address phone number and postcode ?	little seoul s address 108 regent street city centre phone number 01223 308681 and postcode c.b 2 1 dp can i help you with anything else ?
3 thank you this is great	thank you goodbye

#restaurant#
1 i would like a moderately priced restaurant in the south part of town	i have two restaurants they are pizza hut cherry hinton and restaurant alimentum
2 what type of food do each of them serve ?	pizza hut cherry hinton is italian and restaurant alimentum is modern european would you like information on either of them ?
3 yes what is the address and phone number for pizza hut cherry hinton ?	the address for pizza hut cherry hinton is g4 cambridge leisure park clifton way cherry hinton and the phone number is 01223 323737
4 what type of food do they serve ?	they serve italian food can i help you with anything else ?
5 thank you goodbye	goodbye
6 goodbye again	goodbye

#restaurant#
1 i need a cheap restaurant that serves creative food	we don t have any of those sad to say want to broaden the search ?
2 how about any restaurants that serves creative food	i m sorry i m not finding any creative restaurants would you like to try a different cuisine ?
3 ok well what do we have in the north area ?	there are several good options for dining in the north area do you have a preference for price range ?
4 how about a cheap indian restaurant ?	there is one cheap indian restaurant in the north royal spice would you like to make a reservation ?
5 no i can do that could you give me the phone number ? also the address with postcode ?	sure the number there is 01733553355
6 what about the postcode and the address ?	they are located at victoria avenue chesterton postcode is cb41eh anything else you need ?
7 no that s all thank you !	you re welcome enjoy your day

#restaurant#
1 i am looking for a restaurant in the north part of town that serves brazilian food	there are no mathcing records found for that request
2 how about spanish or portuguese food ?	there are no matching records found for that request
3 i would like to try indian food in the north part of town	royal spice is an indian restaurant in the north of town and is in the cheap price range
4 i would like their phone number and address please	their phone number is 01733 553355 and their address is victoria avenue chesterton c.b 4 1 e.h
5 thank you goodbye	thank you for using the cambridge restaurant phone system enjoy your meal !

#restaurant#
1 i am searching for a restaurant serving vietnamese food in the centre of town	there is one vietnamese restaurant but it s in the west end of town would that work for you ?
2 i prefer to stay in the centre of town is there a turkish restaurant ?	yes there are three restaurants serving turkish food in the center of town in the moderate and expensive price range which price range would you prefer ?
3 i don t care about the price range	anatolia serves turkish food in the centre of town would you like their phone number ?
4 can you give me the address ?	the anatolia is located at 30 bridge street city centre is there any other information you need ?
5 what price range is anatolia ?	anatolia is in the moderate price range
6 thank you goodbye	thank you and have a great day !

#hotel#
1 hello i m looking for a cheap place to stay with 4 stars	hi i have many place to choose from is there a specific area of town you are looking to stay in ?
2 i would like a guesthouse type with free wifi please also the area and address please	i found the leverton house which meets your requirements it is in the east at 732-734 newmarket road do you need a reservation ?
3 no i ll wait on that for now thanks for all your help today that s all i need goodbye	glad to have been of assistance have a good day goodbye

#hotel#
1 i dont want wifi just somewhere with four stars	all of the 4 star hotels i have listed have wifi is that okay or would you like me to look for a hotel with a different star rating ?
2 i guess it s ok if they have it as long as they won t charge me for not using it but 4-star accommodations are a must	i have two 4-star hotels on the west side and one in city centre do you have a location preference ?
3 are there any in the south side of the city ?	i have nothing in the south that matched your criteria only west and centre
4 how about a place in any area with free wifi	okay i have the cambridge belfry which is a 4 star cheap hotel in the west part of the city would you like for me to book it for you ?
5 yes please	for how many nights and how many people will be staying ?
6 i need it for 7 people for 4 nights staring from tuesday please	i was unable to book that would you like me to try something else ?
7 yes please and in the same price range	okay i was able to book you into the marriott hotel and your reference number is cqe0wwxh
8 thank you so much for your help	will you be needing anything else today ?
9 nope you have been so helpful thank you !	thank you for using our system !

#restaurant#
1 i want to find a restaurant that serves european food and i don t care about the price range	there are five venues serving european food what price range do you want ?
2 moderate price range please can i also have the address and phone number of the venue ?	galleria is an european restaurant in the moderate price range and the centre part of town the address is 33 bridge street and the phone number is 01223 356666
3 thank you good bye	you re welcome have a good evening

#train#
1 i need to book a train to travel to london kings cross leaving after 10:45 can you help me with this ?	sure ! where would you like to depart from ?
2 i ll be leaving cambridge on wednesday	there are trains leaving at the hour throughout the day and night if can book one of those for you if you like
3 i need to leave after 10:45	i can book you on tr9781 leaving cambridge at 11 on wednesday how many tickets should i reserve ?
4 can you book me 6 tickets please ? i will also need the reference number too	i ve reserved six tickets for you your reference number is x1c6ni79
5 no that will be everything thanks for your help	you re welcome enjoy your trip

#restaurant#
1 i d like to find an expensive restaurant in the north part of town	there are many restaurants in the north that match your description what type of cuisine are you interested in ?
2 the restaurant should serve asian oriental food	i have one restaurant called saigon city on 169 high street chesterton chesterton would you like me to book for you ?
3 yes i would like to be booked for a table for 8 on 19:45 on a saturday and could i also get the reference number ?	your reservation has been made and the reference number is 3p2alry0
4 thank you for your help	you are welcome

#hotel#
1 i am looking for a moderate priced place to stay	yes let me help you with that in what area of town would you like to stay ?
2 i would like a place in the centre with free parking	i do not have anything like that perhaps another criteria for you ?
3 sure let s try the north instead please	there are several options in the north would you like me to recommend one ?
